Protein	20211018_Seroconversion_DBS_Plate1_DR1_centroid.mzML	20211018_Seroconversion_DBS_Plate1_DR2_centroid.mzML	20211018_Seroconversion_DBS_Plate1_DR3_centroid.mzML	20211018_Seroconversion_DBS_Plate1_DR4_centroid.mzML	20211018_Seroconversion_DBS_Plate1_DR5_centroid.mzML	20211018_Seroconversion_DBS_Plate1_DR6_centroid.mzML	20211018_Seroconversion_DBS_Plate2_DR1_centroid.mzML	20211018_Seroconversion_DBS_Plate2_DR2_centroid.mzML	20211018_Seroconversion_DBS_Plate2_DR3_centroid.mzML	20211018_Seroconversion_DBS_Plate2_DR4_centroid.mzML	20211018_Seroconversion_DBS_Plate2_DR5_centroid.mzML	20211018_Seroconversion_DBS_Plate2_DR6_centroid.mzML	20211018_Seroconversion_DBS_Plate3_DR1_centroid.mzML	20211018_Seroconversion_DBS_Plate3_DR2_centroid.mzML	20211018_Seroconversion_DBS_Plate3_DR3_centroid.mzML	20211018_Seroconversion_DBS_Plate3_DR4_centroid.mzML	20211018_Seroconversion_DBS_Plate3_DR5_centroid.mzML	20211018_Seroconversion_DBS_Plate3_DR6_centroid.mzML	20211018_Seroconversion_DBS_Plate4_DR1_centroid.mzML	20211018_Seroconversion_DBS_Plate4_DR2_centroid.mzML	20211018_Seroconversion_DBS_Plate4_DR3_centroid.mzML	20211018_Seroconversion_DBS_Plate4_DR4_centroid.mzML	20211018_Seroconversion_DBS_Plate4_DR5_centroid.mzML	20211018_Seroconversion_DBS_Plate4_DR6_centroid.mzML	20211018_Seroconversion_DBS_Plate5_DR1_centroid.mzML	20211018_Seroconversion_DBS_Plate5_DR2_centroid.mzML	20211018_Seroconversion_DBS_Plate5_DR3_centroid.mzML	20211018_Seroconversion_DBS_Plate5_DR4_centroid.mzML	20211018_Seroconversion_DBS_Plate5_DR5_centroid.mzML	20211018_Seroconversion_DBS_Plate5_DR6_centroid.mzML	20211018_Seroconversion_DBS_Plate6_DR1_centroid.mzML	20211018_Seroconversion_DBS_Plate6_DR2_centroid.mzML	20211018_Seroconversion_DBS_Plate6_DR3_centroid.mzML	20211018_Seroconversion_DBS_Plate6_DR4_centroid.mzML	20211018_Seroconversion_DBS_Plate6_DR5_centroid.mzML	20211018_Seroconversion_DBS_Plate6_DR6_centroid.mzML	20211018_Seroconversion_DBS_Plate7_DR2_centroid.mzML	20211018_Seroconversion_DBS_Plate7_DR3_centroid.mzML	20211018_Seroconversion_DBS_Plate7_DR4_centroid.mzML	20211018_Seroconversion_DBS_Plate7_DR5_centroid.mzML	20211018_Seroconversion_DBS_Plate7_DR6_centroid.mzML	20211018_Seroconversion_DBS_Plate8_DR1_centroid.mzML	20211018_Seroconversion_DBS_Plate8_DR2_centroid.mzML	20211018_Seroconversion_DBS_Plate8_DR3_centroid.mzML	20211018_Seroconversion_DBS_Plate8_DR4_centroid.mzML	20211018_Seroconversion_DBS_Plate8_DR5_centroid.mzML	20211018_Seroconversion_DBS_Plate8_DR6_centroid.mzML
P00747;Q15195	3580854.75	3117405.5	2978634.25	3415563.5	3241014.75	2997812.5		2604453.5	2933898.5	3091637.75	3483461.5	3545412.0	2959345.75	2975084.25	3257640.5	3276629.75	2928571.25	2914377.0	3336943.0	3346812.5	3197957.75	3906445.0	3509718.5		3116437.75	2881395.75	2932557.5	2718534.5	2551476.5	2783630.25	3488953.25	3156196.25	3160342.25	3089890.25		3143892.25	3513919.5	3449349.0			3509038.25	3300827.5	3347912.0		2496894.75		3149490.75
P00748	372329.375	444883.5938	376775.0312	362519.1875	462519.75	367532.3125	474512.2812	424628.0	401631.0312	427633.9688	431206.1875	409891.8438	456468.75	419833.125	427104.625	442946.125	427212.4375	468405.8125	310152.1875	436278.4062	313195.9062	438969.1562	211229.25	433292.5938	461284.0	422872.375	328270.625	460387.625	443035.6562	530530.75	451768.4062	456076.75	448590.9688	362599.8125	404052.9688	397121.8438	507180.5938	315863.0	359095.3438	466472.9375	491662.9062	414290.9062	436153.3438	324251.1562	272289.0	333512.375	491758.7812
P00751	3270452.25	3168147.75	3056024.5	2517814.75	2845767.0	2876646.0	3124621.5	3048349.0	3562393.0	3573580.75	3309134.25	3237241.75	3249734.5	3325972.75	3357666.25	3762200.25	3593205.25	3133659.0	3233959.5	3227756.25	3299262.0	3500059.5	3267640.0	3230400.0	3043222.0	3158992.75	3374004.75	3400659.5	3488565.0	3721718.0	3032796.75	2873404.5	2766015.0	2883810.25	2648887.25	2736648.25	3047561.75	2931229.75	2710638.75	2724908.0	2923356.0	2895999.5	2882025.0	2740733.0	2612008.25	2886190.75	2739084.0
P00915	169041104.0	170246624.0	163843904.0	170069920.0	189664576.0	163179968.0	163166672.0	159385872.0	182979296.0	178000224.0	169433648.0	181312272.0	137289456.0	147657408.0	166092208.0	162578464.0	162518112.0	155144016.0	138387024.0	156657872.0	161950128.0	142464624.0	151822128.0	145225712.0	223619392.0	207702512.0	210560944.0	208135312.0	197945072.0	206119632.0	200212240.0	185809712.0	202496512.0	212811168.0	202758288.0	202120736.0	177846544.0	177165440.0	178612384.0	166479168.0	176707216.0	191953712.0	187595104.0	191046832.0	187001184.0	181033680.0	180753280.0
P00918	38294200.0	41187156.0	38606316.0	42011536.0	45174692.0	38257508.0	31805334.0	32478718.0	42436980.0	37610200.0	41449908.0	41146904.0	29122114.0	31709870.0	37078436.0	38555208.0	38199436.0	35725220.0	30779278.0	34976256.0	36810840.0	36296192.0	37385252.0	32103868.0	35643040.0	32376884.0	34085556.0	33632480.0	34422284.0	30833802.0	34746204.0	33948724.0	36108328.0	41102332.0	33630964.0	39399492.0	33451910.0	33920424.0	36595184.0	31840072.0	32482084.0	35939676.0	31066730.0	30447662.0	34701500.0	30744646.0	29500864.0
P01008	6040092.0	5971183.5	5394180.0	5389707.5	5515812.5	5398321.5	4812899.5	4577407.0	5648448.5	5437180.0	5444382.5	5402458.5	4858240.5	5087175.5	5288589.5	5602108.5	5408227.5	4993893.0	4806818.0	5220831.0	5126836.5	5101814.0	5191321.5	5135662.5	4855250.0	4834382.5	4642800.0	4874116.5	4658511.0	4938758.0	5034837.5	5373990.5	4622770.0	4970065.5	4533947.0	5218329.0	4648544.5	4129861.25	4834383.5	4231898.0	4309845.5	5224888.0	4856919.0	4206495.0	4512394.5	4909819.5	4454125.5
P01009	34742548.0	37743544.0	30533128.0	36408016.0	45510172.0	29807860.0	25656058.0	23791934.0	41682604.0	36098668.0	44820352.0	39831816.0	25856910.0	27360738.0	36641808.0	46558404.0	41848212.0	35038568.0	27977856.0	35167344.0	34688488.0	39390072.0	36458656.0	27855936.0	47451344.0	46192716.0	46635772.0	47629488.0	46836148.0	51515352.0	48525976.0	50958148.0	46595068.0	40501296.0	42866656.0	44285496.0	41728692.0	39140964.0	37216120.0	41318320.0	39452584.0	44730740.0	42326624.0	40624544.0	37350360.0	43632972.0	42506832.0
P01011	5806279.5	5885294.0	5258064.0	5225544.0	6406659.5	5041329.0	5431928.5	5287664.0	5850762.0	5653362.5	6982851.5	6311559.0	4452562.5	4853613.5	5353661.0	5710056.5	5847820.5	4960409.5	5006669.5	5484336.0	5678046.5	5562382.5	5700123.5	5282660.5	5635773.0	5363456.0	4795498.0	5599017.0	5383350.5	5584009.0	6233414.0	6749142.0	5762866.0	7125231.5	5707503.0	7505602.5	5674082.0	5325463.5	7307775.5	5481833.0	5117012.0	7493745.0	5745042.0	5550713.0	7170144.5	5490101.0	5968916.0
P01019	1175041.25	908832.0625	956403.5	699237.25	745868.8125	907566.875	665969.25	685431.0	730664.375	713735.1875	898132.875	737621.75	654711.0	627644.8125	736929.375	823311.125	696779.875	571412.0625	732340.25	777390.9375	743148.6875	857777.3125	875092.3125	737263.375	954017.5	1072571.125	1064836.375	1185189.5	1162883.875	1084758.375	968337.375	1121880.625	1125888.625	1257658.125	941168.6875	1045669.812	937317.375	957066.375	1049710.25	1002045.5	856244.25	910407.0625	856287.75	925277.625	1025568.312	946549.8125	835343.375
P01023	21529368.0	19330666.0	16808984.0	15977395.0	22094564.0	16326872.0	19099172.0	16543585.0	18910604.0	17154884.0	18584536.0	18846330.0	18952900.0	16374830.0	17448262.0	18684126.0	17830466.0	17362604.0	17664140.0	17321928.0	17583542.0	15757441.0	17348046.0	16587918.0	23042216.0	22020316.0	21768166.0	21983652.0	22765954.0	24108150.0	24701318.0	24724592.0	20679906.0	23534436.0	21333830.0	24238790.0	21425206.0	20240062.0	23817054.0	21223322.0	20745426.0	24478668.0	22383284.0	20684096.0	24021098.0	22141044.0	21086664.0
P01023;P20742	7238345.0	7317908.0	6271700.5	5860360.0	6348861.0	6717192.5	7038052.0	6099757.0	6185090.5	6363408.0	7210569.0	7249478.5	6882218.5	5636782.5	6330251.5	6218436.5	5901261.5	5539847.5	6381279.0	6039345.0	6257754.5	5618235.5	6244833.5	6241574.0	5315040.5	5231543.5	5172074.0	5886170.5	5310768.5	5504960.0	5338424.5	5460872.0	4974068.5	5470452.5	4949724.5	5871691.5	5158023.0	5177289.0	5881258.0	5919646.5	5270561.5	6953016.5	5012789.0	5758712.0	5404479.0	5263995.0	4993852.0
P01024	11882967.0	12318514.0	11816117.0	13066720.0	12050892.0	12190143.0	13867165.0	12691000.0	13994733.0	13532445.0	13518764.0	14789027.0	20322312.0	17562658.0	17581928.0	18056474.0	17220818.0	17149136.0	21094806.0	17473582.0	17863642.0	19624492.0	19146906.0	21296488.0	17869158.0	17249722.0	17282436.0	16540084.0	16952070.0	18450466.0	11497962.0	9739652.0	9552094.0	10060984.0	11114416.0	10311245.0	13729163.0	12008249.0	12191243.0	12629765.0	13418076.0	13423978.0	15207588.0	12096848.0	11463932.0	13639451.0	15035076.0
P01031	608769.75	657865.375	634007.5625	572892.5	801935.125	609404.3125	831600.8125	648730.9375	711008.0625	649354.75	636704.375	664947.5	735959.0625	722989.0	581266.3125	523797.8438	629553.8125	704142.5	634407.3125	662310.625	594066.6875	572325.25	620372.0625	564203.0625	609130.75	612180.125	593101.5625	653168.6875	590007.1875	640269.4375	481951.5	672604.1875	484071.3125	549031.625	472400.0938	600020.5	476316.7188	472420.7812	537019.4375	495091.5	495520.375	546374.25	477669.125	473729.9375	492888.9375	509960.8438	534133.1875
P01034		53741.19922							44283.60938		47196.97266				21821.10156			21853.47461					29946.1543	40193.75	36707.21094	42570.53125																		65615.58594		19802.37891	
P01042	6269036.0	6061010.5	5905975.0	5181399.0	5592356.5	5646472.5	6486759.0	6118746.0	6164495.0	6151899.5	5881449.0	5632578.0	5800178.0	5627334.5	5274267.0	5721968.0	5604363.5	4938466.0	5188145.5	4971519.5	5261546.5	4668389.0	5102304.0	4846847.0	4626913.5	4759272.5	4725347.0	4915679.5	4729575.0	4857916.0	5003173.0	5279172.5	4647339.0	4685963.0	4211145.0	5224731.0	5105632.5	4437550.0	5633723.0	4883325.0	4805448.5	5839473.5	4992431.0	5200074.0	5651964.5	5319469.0	5152154.5
P01111;P01112;P01116	152607.9375	125283.5234		187184.8281	172111.0312	142096.4219		169535.2969	169244.3906	149070.6094	151002.25	132834.7188				125600.8984	124682.9375	153210.9375														232672.3125			245615.9531	223215.875	179994.7188	195953.8281	185208.8594	166099.3906	196280.8281	226648.8281	180061.0312	167317.6094	168258.8438	154278.2344	195933.7656
P01111;P01116														306358.9062	341068.0938																211534.5938	232672.3125	138742.8281	251797.5625	245615.9531	223215.875						226648.8281					
P01116	152607.9375	125283.5234	28704.04688					169535.2969		149070.6094	151002.25	132834.7188				125600.8984		153210.9375														232672.3125			245615.9531							226648.8281					
P01133											108357.25																																				
P01270										169229.0312																																					
P01584																										31284.26953																					
P01591	2259683.75	2187206.75	2074843.625	1999422.0	2100527.25	2205200.75	2617902.5	2603531.75	2690829.25	2539803.75	2428032.75	2637802.25	3346264.75	3121436.25	2879028.25	2900894.5	2847528.5	2847793.0	3176085.25	2880775.0	2526468.25	2766065.75	2865533.75	2993329.0	2917010.5	2757374.75	2632998.5	2605447.75	2746550.75	2834149.5	1911892.5	2021154.625	1600603.625	1808373.375	1836689.875	2083696.625	2525164.0	2386323.25	2257323.5	2480101.25	2464232.5	2547202.25	2539726.0	2658092.25	2463077.5	2715693.25	2789699.75
P01593;P01594	2242727.25	2536139.5	2171178.5	2493669.0	2606294.25	2117914.75	2043397.25	2154943.0	2814036.25	2794913.75	3154598.25	2982303.0	2301510.75	2392457.25	2839908.25	3232696.0	2848544.5	2580118.75	2377219.5	2777290.0	2880275.5	2731973.75	2957410.25	2609330.75	2686156.75	2659739.25	2615361.5	2822225.0	2660270.5	2882217.5	2447243.5	2654549.75	2553344.25	2565834.5	2469841.5	2624815.25	2638807.25	2527541.0	2702662.5	2730427.25	2617316.5	2905419.75	2787687.5	2866878.0	2923400.0	3025016.0	2757947.25
P01597;P04432	1821792.625	2169927.5	1912528.25	2051535.25	2205703.25	1889209.375	1666707.5	1701638.25	2100766.75	2109174.75	2385848.0	2194348.5	1756895.125	1967605.125	2236264.0	2468410.25	2228495.0	2081424.375	1967670.125	2210953.75	2149726.75	2265307.25	2315558.75	2067118.5		2412687.75						2194960.0				2153744.0	1933653.25	1803261.625		1905309.0	2001380.375		2041067.75			1992755.375	
P01599	206262.1562	218939.8906	188109.375	237842.0469	284340.125	190137.2344	131571.0625	121116.3281	225965.6406	243254.1719	277257.7812	247939.6094	166326.5938	201692.7812	236634.6875	245632.4219	277252.4062	252329.3906	190314.0938	281436.5312	232402.8281	273889.25	260799.6406	169756.9062	302212.4375	296206.2812	299974.4375	355912.5312	306174.2188	291811.4688	265855.875	265484.8438	275104.125	325239.5	280770.7188	246409.2969	314978.7188	298348.5938	239323.1094	305569.8125	297653.4688	263930.5	335058.1562	315003.3438	308107.5625	279678.6875	319218.0
P01601	107374.1172	166866.5625	121938.2422	147586.5469	183792.4688	106581.1797		135624.9219	125338.7891	115582.1562	166553.6094	164425.9062		128853.4453	145504.0625	199776.6875	240614.8438	113981.6094	138067.5781	135618.2188	128336.9375	136079.6406	158881.4531	113278.5547		156521.0469	134612.9375	212014.4844	213980.4688	258176.2969	146301.4844	151105.3438	156691.75	94414.35156	140159.8906	128618.6875	147169.0312	141507.25	159736.75	154195.0312	125365.4375	139069.0156	129925.9062	141429.0781	205485.1094	179328.9844	113637.9531
P01602	1630165.125	1889736.875	1501857.125	1676228.375	2222212.75	1501285.0	1304684.25	1318184.75	1850287.375	1844728.125	2176745.25	1855979.875	1232409.0	1507179.375	1772765.75	2079037.25	1968335.375	1537346.25	1670430.125	1882233.5	2036171.5	2203836.75	2190233.5	1695531.5	1483025.375	2056021.875	2126883.0	2469400.75	2010479.375	2084140.875	2255695.0	2299858.25	2182815.5	2532304.75	2380998.5	2628792.25	1879089.0	1554609.625	2122090.5	1844576.375	1549638.75	2121907.75	1378020.75	1671054.5	2217407.5	1676562.25	1210517.875
P01619	15636852.0	15170544.0	14718080.0	13785477.0	13810313.0	14581473.0	16228620.0	16710592.0	15523309.0	15563861.0	14854231.0	14892224.0	13810712.0	13627659.0	14001125.0	13495383.0	13353781.0	13108124.0	14023249.0	13171343.0	13390576.0	12444606.0	12982903.0	12986646.0	11032850.0	9698994.0	10783981.0	10422057.0	10048782.0	11049707.0	11680795.0	11932933.0	11250183.0	11605696.0	10389540.0	11832566.0	10767067.0	10326518.0	11645766.0	10268461.0	10767958.0	12598889.0	10622211.0	10658579.0	10895864.0	10938033.0	10908012.0
P01699;P01700	1535798.5	1906416.75	1537790.125	1677843.375	2315022.75	1592198.5	1296125.625	1346252.75	1737415.125	1723088.75	2285602.75	1815527.75	1303054.75	1486300.375	1790184.75	2351862.0	2069267.0	1712630.375	1643183.375	2143292.75	2151822.0	2190129.5	2364020.0	1713963.25	2014385.5	2215531.5	2494867.75	2687419.0	2571668.0	2484704.25	2196380.75	2431038.0	2287378.5	2690632.0	2268856.25	2220578.75	2465006.75	2237099.5	2670203.0	2673683.75	2470044.75	2529586.0	2382324.75	2720940.25	2714697.5	2698713.25	2380916.5
P01700	1535798.5	1906416.75	1537790.125	1677843.375	2315022.75	1592198.5	1296125.625	1346252.75	1737415.125	1723088.75	2285602.75	1815527.75	1303054.75	1486300.375	1790184.75	2351862.0	2069267.0	1712630.375	1643183.375	2143292.75	2151822.0	2190129.5	2364020.0	1713963.25	2014385.5	2215531.5	2494867.75	2687419.0	2571668.0	2484704.25	2196380.75	2431038.0	2287378.5	2690632.0	2268856.25	2220578.75	2465006.75	2237099.5	2670203.0	2673683.75	2470044.75	2529586.0	2382324.75	2720940.25	2714697.5	2698713.25	2380916.5
P01701	82586.23438	108310.5859		117992.9531	159421.0312				92627.61719	129671.9453	165544.5469	119026.8516			118362.7031	158133.9375	133897.2188	91785.35156	136409.6875	153829.6406	132059.5938	158487.125	147251.0781	96464.1875	86438.15625	160744.0781	228902.6406	184753.8281	157888.25	147818.5469	175373.0938	157454.7031	152031.5312	161426.7188	182066.3125	135186.2969	159573.8125	122062.9922	160715.6719	157286.1719	160277.9844	173072.2031	148739.9844	171009.625	178520.4688	147096.2812	150380.8281
P01703	269135.0312	286382.875	284302.3438	324891.7188	235101.0	307823.8438	312449.9062	315869.125	303288.4062	309539.875	323771.5938	313065.0	397127.1562	331086.4375	303466.9688	353787.5	282622.5625	332156.2188	297339.25	333581.75	263784.7812	291450.625	296192.7812	348044.6875	153023.4375	182020.8281	185647.2188	186175.375	182757.3125	109824.6016	250001.2812	201693.8594	198305.0312	198120.9375	208631.5156	185433.4375	244149.6562	214900.2656	233043.8906	173620.0312	243749.6406	255825.2188	193144.1094	142804.2969	178074.5	238452.2188	220671.2812
P01704		508474.375	498128.125	269158.1562	178662.3906	271156.7812	446027.5312	518004.625	219098.8438				331486.5938				277459.4062	498240.9062		482898.9062	327740.0	343844.5	319052.25	298967.5938	260856.5		291175.875				370102.25	329612.875	332418.25		391444.9688	587333.1875	426657.9062	423817.875	452317.9062	377141.4062	414107.2812	605196.5	478009.125	417214.7188	530434.125	467792.5625	518081.375
P01705			66199.14062			36322.36719	79919.52344	47206.86719	41930.89453		40281.6875	32833.77344			38865.26172		31351.80273			52147.13672																											
P01706	161936.6094	105147.2578	112577.5547			187394.0											204955.5625				162331.5312	181239.6562	158354.8438		160464.7031	237675.875	259221.7344	238747.3125	269032.5	205150.3281	133970.5781	216593.6719	231707.6719	214014.5156	266048.7812	223817.9219	232157.0625	215855.7031	275024.125	282257.9062	217233.9531	225347.5	260425.1562	364226.1875	272690.5625		247471.3438
P01706;P01709				19144.86523						19328.3418	36951.86719		50791.94531	139910.4219	48186.35938	140596.0156	101636.7422	71857.0													251398.6094	357433.4375	268226.0	284690.25	311594.8125	314527.2812	19522.94531			13138.37012	17524.99219						
P01709				231727.8594	209484.4375	199801.6562			174173.875											109726.7656	121374.7578	120555.8594		91930.78125		267236.25	291329.5			257140.2812	309114.6562	367914.9688	339019.7188	322462.6875	144079.5156	316203.2812	337696.1875	273075.0		338191.8125	178662.1406	340388.9062		384230.3125		349861.6875	343254.4062
P01714		43363.50391	37982.28125	41590.13281	36540.5	33229.00391			35280.60156		51925.98438		743945.25	747529.1875	705965.6875	804356.5625	755158.625	616828.4375						45176.08203						13276.938479999999	464882.75	869206.1875	566264.0625	856993.6875	560900.8125	794271.6875						19115.02539					24754.0625
P01717																																			23842.05664												
P01718					54872.53906																														33982.82031		28181.585939999997	32792.20312									
P01742	341129.9375	349992.2812	382039.3438			344769.7188																																									
P01743	211958.8906	245900.875	219637.9844	95975.20312	127690.5547						240425.0312												97012.79688													163655.5156			257655.875						195086.1562		
P01764																																					6983164.5		7423392.0	7059040.0				7477515.0			
P01766	175745.1719	168963.8594	160671.8125	189199.2188	219438.7969	146493.25	107190.8828	132463.3906		170180.3438	147704.1562	201024.4219	151274.3125	168141.9688	131274.8125	116957.6328	150999.5	84926.33594	176931.4531	179599.5781	163785.3906	165494.7656	171330.25	165491.9844	62564.13281	233901.2031	200873.1562	209306.8594	153467.5312	156894.8438		153563.7188	199094.7812	170970.2656	211860.25	194844.5	231069.2969	120936.2109	196473.4688	220559.7969	216812.9062	160526.25	110046.2734		190024.5781		204979.6719
P01780	1607781.625	1970797.875	1471669.5	1706622.5	2483349.75	1537245.625	1306156.0	1319001.25	1882039.125	1773564.75	2369222.25	1956793.0	1985790.125	1596611.125	1971482.75	2347587.25	2337204.75	1794848.5	2391936.75	3099956.5	3191298.75	2559367.75	3246614.75	2638911.25			3968849.0	4089287.75		4042264.5	3518147.5	4814601.5	3627624.0	5202907.0	4566565.0	4954216.5	3614874.5	3514753.75	4693772.5	3664044.75	3350322.5	3853204.5	3715273.25	3790579.75	4406831.5		4069414.25
P01782;P0DP04	639214.1875	655177.0	209710.0156	296650.7812	435958.9688	592492.8125	79051.05469	540102.5625	261417.7656	415735.7188	498147.2188	446697.4688	141958.6406	97567.83594	493078.6562	384229.7812	532749.125	277875.7812	518003.25	500851.625	621078.3125	501500.8125	611639.0	437713.0625	482447.625	522040.6562	605102.5	589692.5	552583.5625	553360.5625	626903.5625	583811.5625	519918.0625	456656.0312	610208.25	448581.8125	623695.5	608439.4375	550128.375	603085.25	636613.75	552781.25	721633.1875	590685.625	569461.5625	651997.9375	635369.6875
P01817	171971.0625	214892.7031	198851.9688	254263.0625	351877.3125	196475.9844			105356.3828	104131.75	287284.25	143678.6406		177760.0312		266415.9375	234152.2344	146330.6875		173173.5625	182837.7188	253564.8906	294974.5312		245228.2656	250543.0	350887.0	273764.5	280450.8438	316892.0625	287903.9375	294818.9062	296200.9688	239508.4688	289101.9062	233197.4531	262914.3125	281791.4375	233557.6562	286501.125	274576.4375	269273.0625	293570.9688	317111.0312	254048.2969	358640.6875	298610.7812
